run_id,fresh_ood_macro_f1,Lexical_macro_f1,Rendering_macro_f1,Compositional_macro_f1,Negation_macro_f1,Scope_macro_f1,Temporal_macro_f1,Mixed Adversarial_macro_f1,exact_latent_state_reconstruction,mean_factor_accuracy,act_critical_factor_accuracy,critical_unknown_rate,false_unknown_rate,counterfactual_exact_pair,invariance_action_consistency,act_precision,act_recall,forbidden_act,invalid_action,catastrophic_collapse
Q1,0.6105742660787733,0.0625,1.0,1.0,0.39755799755799753,0.06010928961748634,0.7943239974704506,0.49419143536790594,0.3495440729483283,0.7872696817420436,0.7572656569791241,0.6371428571428571,0.3924383823881311,0.2857142857142857,0.9142857142857143,1.0,0.4142857142857143,0,0,False
Q2,0.6140099281069294,0.06547619047619048,1.0,1.0,0.37052772808586765,0.06010928961748634,0.8047247749002135,0.46129309287204023,0.3404255319148936,0.7767408470926059,0.7441670077773229,0.6371428571428571,0.4063173007896626,0.2857142857142857,0.8571428571428571,1.0,0.37142857142857144,0,0,False
Q3,0.6338269058476906,0.0849673202614379,1.0,1.0,0.47964886347428065,0.06010928961748634,0.8333333333333334,0.4760761934542423,0.3677811550151976,0.7812873893275903,0.7568563241915678,0.64,0.3938741325675999,0.2857142857142857,0.8285714285714286,1.0,0.38571428571428573,0,0,False
Q4,0.5857014794340749,0.08493589743589743,1.0,1.0,0.2766798418972332,0.06010928961748634,0.7735449735449736,0.3753006253006253,0.3525835866261398,0.7848767647762622,0.7634056487924683,0.6371428571428571,0.3948312993539124,0.2857142857142857,0.9142857142857143,1.0,0.35714285714285715,0,0,False
Q5,0.6321523853219075,0.11362683438155137,1.0,1.0,0.3909153747407919,0.06010928961748634,0.8346164021164021,0.5104312354312354,0.3586626139817629,0.7836803062933716,0.7503069995906673,0.6514285714285715,0.3988992581957406,0.3142857142857143,0.9142857142857143,1.0,0.37142857142857144,0,0,False
