run_id,examples,fresh_ood_macro_f1,exact_latent_state_reconstruction,mean_factor_accuracy,act_critical_factor_accuracy,critical_unknown_rate,false_unknown_rate,legitimate_unknown_recall,counterfactual_exact_pair,invariance_action_consistency,act_precision,act_recall,forbidden_act,invalid_action,catastrophic_collapse
Q1,420,0.30573570938808464,0.014285714285714285,0.6816367265469062,0.7136021872863978,0.35816814764183186,0.37425149700598803,1.0,0.0,0.16666666666666666,1.0,0.047619047619047616,0,0,False
Q2,420,0.3187523426573199,0.014285714285714285,0.6840319361277445,0.7111567419575633,0.35797399041752226,0.37345309381237524,0.9666666666666667,0.0,0.25,1.0,0.06349206349206349,0,0,False
Q3,420,0.2792363634590708,0.002380952380952381,0.6688622754491018,0.6999657885733835,0.3722203215874102,0.3774451097804391,0.9333333333333333,0.0,0.16666666666666666,1.0,0.015873015873015872,0,0,False
Q4,420,0.3051274070881914,0.009523809523809525,0.6922155688622754,0.7281121751025992,0.3491792065663475,0.37005988023952097,1.0,0.0,0.16666666666666666,1.0,0.031746031746031744,0,0,False
Q5,420,0.3029160493925082,0.016666666666666666,0.6766467065868264,0.7105263157894737,0.3639781271360219,0.37984031936127743,1.0,0.0,0.0,0.0,0.0,0,0,False
